SYMBOL,Gene,Feature
LHCGR,ENSG00000138039,ENST00000405626
GTF2A1L,ENSG00000242441,ENST00000508440
LHCGR,ENSG00000138039,ENST00000294954
LHCGR,ENSG00000138039,ENST00000403273
LHCGR,ENSG00000138039,ENST00000401907
LHCGR,ENSG00000138039,ENST00000477576
RP11-310N16.1,ENSG00000279956,ENST00000602369
STON1-GTF2A1L,ENSG00000068781,ENST00000402114
PLRG1,ENSG00000171566,ENST00000506192
PLRG1,ENSG00000171566,ENST00000512719
PLRG1,ENSG00000171566,ENST00000503751
PLRG1,ENSG00000171566,ENST00000506918
PLRG1,ENSG00000171566,ENST00000515520
PLRG1,ENSG00000171566,ENST00000302078
RNU6-1285P,ENSG00000200350,ENST00000363480
PLRG1,ENSG00000171566,ENST00000499023
PLRG1,ENSG00000171566,ENST00000504341
PLRG1,ENSG00000171566,ENST00000509975
DMXL1,ENSG00000172869,ENST00000504031
DMXL1,ENSG00000172869,ENST00000514151
DMXL1,ENSG00000172869,ENST00000539542
DMXL1,ENSG00000172869,ENST00000311085
RP11-950K24.2,ENSG00000248885,ENST00000513820
DMXL1,ENSG00000172869,ENST00000503802
G3BP1,ENSG00000145907,ENST00000522761
G3BP1,ENSG00000145907,ENST00000356245
G3BP1,ENSG00000145907,ENST00000394123
G3BP1,ENSG00000145907,ENST00000520177
G3BP1,ENSG00000145907,ENST00000522666
HIST1H1E,ENSG00000168298,ENST00000304218
HIST1H2BD,ENSG00000158373,ENST00000377777
HIST1H2BD,ENSG00000158373,ENST00000289316
,,ENSR00002050423
DNAH8,ENSG00000124721,ENST00000359357
DNAH8,ENSG00000124721,ENST00000327475
DNAH8,ENSG00000124721,ENST00000449981
DAAM2,ENSG00000146122,ENST00000398904
DAAM2,ENSG00000146122,ENST00000274867
DAAM2,ENSG00000146122,ENST00000538976
DAAM2,ENSG00000146122,ENST00000494405
DNAH11,ENSG00000105877,ENST00000465129
DNAH11,ENSG00000105877,ENST00000328843
DNAH11,ENSG00000105877,ENST00000409508
DNAH11,ENSG00000105877,ENST00000620169
RP11-416N13.1,ENSG00000224172,ENST00000422823
CD36,ENSG00000135218,ENST00000435819
GNAT3,ENSG00000214415,ENST00000398291
AKAP9,ENSG00000127914,ENST00000356239
AKAP9,ENSG00000127914,ENST00000493453
AKAP9,ENSG00000127914,ENST00000484815
AKAP9,ENSG00000127914,ENST00000359028
AKAP9,ENSG00000127914,ENST00000358100
AKAP9,ENSG00000127914,ENST00000619023
HBP1,ENSG00000105856,ENST00000222574
HBP1,ENSG00000105856,ENST00000461963
HBP1,ENSG00000105856,ENST00000485846
HBP1,ENSG00000105856,ENST00000468410
HBP1,ENSG00000105856,ENST00000463202
HBP1,ENSG00000105856,ENST00000479011
HBP1,ENSG00000105856,ENST00000498408
HBP1,ENSG00000105856,ENST00000497535
HBP1,ENSG00000105856,ENST00000464009
HBP1,ENSG00000105856,ENST00000478930
HBP1,ENSG00000105856,ENST00000483809
ADAM24P,ENSG00000214607,ENST00000398655
BMP1,ENSG00000168487,ENST00000518913
BMP1,ENSG00000168487,ENST00000517324
BMP1,ENSG00000168487,ENST00000523749
BMP1,ENSG00000168487,ENST00000521385
BMP1,ENSG00000168487,ENST00000471755
BMP1,ENSG00000168487,ENST00000520970
BMP1,ENSG00000168487,ENST00000520626
BMP1,ENSG00000168487,ENST00000354870
BMP1,ENSG00000168487,ENST00000522332
BMP1,ENSG00000168487,ENST00000520982
BMP1,ENSG00000168487,ENST00000306385
BMP1,ENSG00000168487,ENST00000523457
BMP1,ENSG00000168487,ENST00000483364
BMP1,ENSG00000168487,ENST00000306349
VLDLR,ENSG00000147852,ENST00000382099
VLDLR,ENSG00000147852,ENST00000382100
VLDLR-AS1,ENSG00000236404,ENST00000599229
VLDLR,ENSG00000147852,ENST00000382096
VLDLR,ENSG00000147852,ENST00000478776
SLC2A6,ENSG00000160326,ENST00000371897
SLC2A6,ENSG00000160326,ENST00000485978
SLC2A6,ENSG00000160326,ENST00000414172
CACFD1,ENSG00000160325,ENST00000316948
CACFD1,ENSG00000160325,ENST00000542192
SLC2A6,ENSG00000160326,ENST00000432868
CACFD1,ENSG00000160325,ENST00000540581
CACFD1,ENSG00000160325,ENST00000444798
CACFD1,ENSG00000160325,ENST00000474734
SLC2A6,ENSG00000160326,ENST00000371899
CACFD1,ENSG00000160325,ENST00000291722
COL5A1,ENSG00000130635,ENST00000618395
COL5A1,ENSG00000130635,ENST00000371817
TBATA,ENSG00000166220,ENST00000299290
TBATA,ENSG00000166220,ENST00000456372
FAM213A,ENSG00000122378,ENST00000372188
FAM213A,ENSG00000122378,ENST00000372185
FAM213A,ENSG00000122378,ENST00000615554
FAM213A,ENSG00000122378,ENST00000372187
FAM213A,ENSG00000122378,ENST00000606162
FAM213A,ENSG00000122378,ENST00000372181
,,
OR4A6P,ENSG00000255078,ENST00000534364
DAGLA,ENSG00000134780,ENST00000540717
DKFZP434K028,ENSG00000124915,ENST00000541891
DAGLA,ENSG00000134780,ENST00000257215
DKFZP434K028,ENSG00000124915,ENST00000536405
,,ENSR00001803612
TMEM223,ENSG00000168569,ENST00000527073
NXF1,ENSG00000162231,ENST00000531579
TMEM223,ENSG00000168569,ENST00000525631
NXF1,ENSG00000162231,ENST00000532297
TMEM223,ENSG00000168569,ENST00000307366
NXF1,ENSG00000162231,ENST00000526163
NXF1,ENSG00000162231,ENST00000531709
TMEM223,ENSG00000168569,ENST00000528367
NXF1,ENSG00000162231,ENST00000530875
NXF1,ENSG00000162231,ENST00000533499
MIR6514,ENSG00000274066,ENST00000622549
NXF1,ENSG00000162231,ENST00000533440
NXF1,ENSG00000162231,ENST00000531872
NXF1,ENSG00000162231,ENST00000294172
NXF1,ENSG00000162231,ENST00000531131
NXF1,ENSG00000162231,ENST00000527902
NXF1,ENSG00000162231,ENST00000533048
NXF1,ENSG00000162231,ENST00000527497
GAPDHP70,ENSG00000249489,ENST00000515281
PEX5,ENSG00000139197,ENST00000535486
PEX5,ENSG00000139197,ENST00000539304
PEX5,ENSG00000139197,ENST00000266563
PEX5,ENSG00000139197,ENST00000536883
RP11-273B20.3,ENSG00000255572,ENST00000543061
PEX5,ENSG00000139197,ENST00000537873
PEX5,ENSG00000139197,ENST00000434354
PEX5,ENSG00000139197,ENST00000544456
PEX5,ENSG00000139197,ENST00000543974
PEX5,ENSG00000139197,ENST00000545220
PEX5,ENSG00000139197,ENST00000545845
PEX5,ENSG00000139197,ENST00000455147
PEX5,ENSG00000139197,ENST00000536841
PEX5,ENSG00000139197,ENST00000545574
PEX5,ENSG00000139197,ENST00000542539
PEX5,ENSG00000139197,ENST00000266564
RP11-273B20.3,ENSG00000255572,ENST00000545794
PEX5,ENSG00000139197,ENST00000420616
PEX5,ENSG00000139197,ENST00000396637
PEX5,ENSG00000139197,ENST00000540398
PEX5,ENSG00000139197,ENST00000412720
,,ENSR00001816043
RNF219-AS1,ENSG00000234377,ENST00000444769
RNF219-AS1,ENSG00000234377,ENST00000560584
RNF219-AS1,ENSG00000234377,ENST00000607860
RNF219-AS1,ENSG00000234377,ENST00000560209
RNF219-AS1,ENSG00000234377,ENST00000607205
RP11-52L5.6,ENSG00000271776,ENST00000607269
RNF219-AS1,ENSG00000234377,ENST00000607220
RNF219-AS1,ENSG00000234377,ENST00000606124
RNF219-AS1,ENSG00000234377,ENST00000430549
RNF219-AS1,ENSG00000234377,ENST00000606376
RNF219-AS1,ENSG00000234377,ENST00000606429
POU4F1,ENSG00000152192,ENST00000377208
,,ENSR00001841390
RPS26P47,ENSG00000234354,ENST00000427219
RP11-151A6.4,ENSG00000224356,ENST00000454752
RP11-151A6.4,ENSG00000224356,ENST00000608779
RP11-151A6.6,ENSG00000280169,ENST00000624456
GGACT,ENSG00000134864,ENST00000492399
RP11-151A6.4,ENSG00000224356,ENST00000629479
GGACT,ENSG00000134864,ENST00000471912
GGACT,ENSG00000134864,ENST00000376250
PSMA3-AS1,ENSG00000257621,ENST00000554378
PSMA3-AS1,ENSG00000257621,ENST00000554360
PSMA3-AS1,ENSG00000257621,ENST00000557660
PSMA3-AS1,ENSG00000257621,ENST00000557412
PSMA3-AS1,ENSG00000257621,ENST00000555707
PSMA3-AS1,ENSG00000257621,ENST00000555275
LINC00216,ENSG00000279636,ENST00000627309
PSMA3-AS1,ENSG00000257621,ENST00000556002
C14orf37,ENSG00000139971,ENST00000554218
PSMA3-AS1,ENSG00000257621,ENST00000551597
HMGB1P14,ENSG00000180189,ENST00000557424
PSMA3-AS1,ENSG00000257621,ENST00000553657
LINC00216,ENSG00000279636,ENST00000623548
PSMA3-AS1,ENSG00000257621,ENST00000555037
PSMA3-AS1,ENSG00000257621,ENST00000556400
TMEM179,ENSG00000258986,ENST00000556573
C14orf180,ENSG00000184601,ENST00000557649
TMEM179,ENSG00000258986,ENST00000556320
C14orf180,ENSG00000184601,ENST00000410013
TMEM179,ENSG00000258986,ENST00000616017
TMEM179,ENSG00000258986,ENST00000415614
RP11-614O9.1,ENSG00000259037,ENST00000556073
C14orf180,ENSG00000184601,ENST00000331952
,,ENSR00001856964
ADAD2,ENSG00000140955,ENST00000566526
ADAD2,ENSG00000140955,ENST00000567413
ADAD2,ENSG00000140955,ENST00000563849
RP11-486L19.2,ENSG00000250685,ENST00000561900
RP11-486L19.2,ENSG00000250685,ENST00000536986
RP11-486L19.2,ENSG00000250685,ENST00000569834
ADAD2,ENSG00000140955,ENST00000569221
ADAD2,ENSG00000140955,ENST00000268624
RP11-486L19.2,ENSG00000250685,ENST00000565643
ADAD2,ENSG00000140955,ENST00000564169
ADAD2,ENSG00000140955,ENST00000315906
ADAD2,ENSG00000140955,ENST00000564430
ADAD2,ENSG00000140955,ENST00000567685
FCER2,ENSG00000104921,ENST00000597934
FCER2,ENSG00000104921,ENST00000597921
FCER2,ENSG00000104921,ENST00000593418
FCER2,ENSG00000104921,ENST00000598803
FCER2,ENSG00000104921,ENST00000597312
FCER2,ENSG00000104921,ENST00000360067
FCER2,ENSG00000104921,ENST00000346664
,,ENSR00001909345
SPRED3,ENSG00000188766,ENST00000586301
SPRED3,ENSG00000188766,ENST00000587564
SPRED3,ENSG00000188766,ENST00000586958
SPRED3,ENSG00000188766,ENST00000587013
SPRED3,ENSG00000188766,ENST00000587947
SPRED3,ENSG00000188766,ENST00000590962
SPRED3,ENSG00000188766,ENST00000338502
ZNF600,ENSG00000189190,ENST00000594028
ZNF600,ENSG00000189190,ENST00000598369
ZNF600,ENSG00000189190,ENST00000360272
ZNF600,ENSG00000189190,ENST00000338230
ZNF600,ENSG00000189190,ENST00000597124
ZNF600,ENSG00000189190,ENST00000599893
LILRA5,ENSG00000187116,ENST00000432233
AC008984.2,ENSG00000275210,ENST00000616950
LILRA5,ENSG00000187116,ENST00000486742
AC008984.7,ENSG00000234436,ENST00000426257
LILRA5,ENSG00000187116,ENST00000446712
LILRA5,ENSG00000187116,ENST00000477720
LILRA5,ENSG00000187116,ENST00000489504
OVOL2,ENSG00000125850,ENST00000486776
OVOL2,ENSG00000125850,ENST00000278780
OVOL2,ENSG00000125850,ENST00000494030
OVOL2,ENSG00000125850,ENST00000483661
OVOL2,ENSG00000125850,ENST00000462208
LPIN3,ENSG00000132793,ENST00000373257
CDH26,ENSG00000124215,ENST00000456106
CDH26,ENSG00000124215,ENST00000370991
CDH26,ENSG00000124215,ENST00000348616
CDH26,ENSG00000124215,ENST00000497614
CDH26,ENSG00000124215,ENST00000350849
CDH26,ENSG00000124215,ENST00000244049
,,ENSR00001960985
TIAM1,ENSG00000156299,ENST00000286827
TIAM1,ENSG00000156299,ENST00000541036
NKAP,ENSG00000101882,ENST00000482407
NKAP,ENSG00000101882,ENST00000477789
NKAP,ENSG00000101882,ENST00000371410
NKAP,ENSG00000101882,ENST00000482407
NKAP,ENSG00000101882,ENST00000477789
NKAP,ENSG00000101882,ENST00000371410
AK2,ENSG00000004455,ENST00000469238
AK2,ENSG00000004455,ENST00000487289
AK2,ENSG00000004455,ENST00000629371
AK2,ENSG00000004455,ENST00000548033
Metazoa_SRP,ENSG00000276645,ENST00000610352
RP1-117O3.2,ENSG00000236065,ENST00000427524
AK2,ENSG00000004455,ENST00000551979
AK2,ENSG00000004455,ENST00000467905
AK2,ENSG00000004455,ENST00000466029
AK2,ENSG00000004455,ENST00000480134
AK2,ENSG00000004455,ENST00000548559
AK2,ENSG00000004455,ENST00000550338
AK2,ENSG00000004455,ENST00000373449
AK2,ENSG00000004455,ENST00000354858
,,ENSR00001746607
AGO4,ENSG00000134698,ENST00000496257
AGO4,ENSG00000134698,ENST00000373210
AGO4,ENSG00000134698,ENST00000488778
,,ENSR00001747030
CCDC23,ENSG00000177868,ENST00000497437
CCDC23,ENSG00000177868,ENST00000372521
CCDC23,ENSG00000177868,ENST00000372522
ERMAP,ENSG00000164010,ENST00000487556
ERMAP,ENSG00000164010,ENST00000372517
,,ENSR00001748310
FAM19A3,ENSG00000184599,ENST00000369630
FAM19A3,ENSG00000184599,ENST00000361886
RASAL2,ENSG00000075391,ENST00000462775
RASAL2,ENSG00000075391,ENST00000367649
RASAL2,ENSG00000075391,ENST00000433130
,,ENSR00001765536
RPL23AP27,ENSG00000225669,ENST00000415161
CCDC74A,ENSG00000163040,ENST00000465939
CCDC74A,ENSG00000163040,ENST00000409856
CCDC74A,ENSG00000163040,ENST00000295171
MED15P4,ENSG00000224679,ENST00000417579
CCDC74A,ENSG00000163040,ENST00000454549
CCDC74A,ENSG00000163040,ENST00000478665
CCDC74A,ENSG00000163040,ENST00000434330
CCDC74A,ENSG00000163040,ENST00000467992
CCDC74A,ENSG00000163040,ENST00000468650
AC011999.1,ENSG00000214070,ENST00000424794
ART3,ENSG00000156219,ENST00000513122
RP11-630D6.1,ENSG00000225846,ENST00000477971
ART3,ENSG00000156219,ENST00000510669
CXCL11,ENSG00000169248,ENST00000503860
ART3,ENSG00000156219,ENST00000513353
ART3,ENSG00000156219,ENST00000341029
CXCL11,ENSG00000169248,ENST00000306621
ART3,ENSG00000156219,ENST00000504914
,,ENSR00002009250
RP11-55K22.2,ENSG00000213109,ENST00000574864
RP11-55K22.2,ENSG00000213109,ENST00000425027
PEX7,ENSG00000112357,ENST00000318471
SRPK2,ENSG00000135250,ENST00000460391
CTB-152G17.4,ENSG00000271482,ENST00000604391
SRPK2,ENSG00000135250,ENST00000489828
SRPK2,ENSG00000135250,ENST00000482897
SRPK2,ENSG00000135250,ENST00000465112
SRPK2,ENSG00000135250,ENST00000476117
SRPK2,ENSG00000135250,ENST00000357311
SRPK2,ENSG00000135250,ENST00000462282
SRPK2,ENSG00000135250,ENST00000482862
SRPK2,ENSG00000135250,ENST00000393651
SRPK2,ENSG00000135250,ENST00000485455
,,ENSR00002084794
WDR5,ENSG00000196363,ENST00000358625
ACTA2,ENSG00000107796,ENST00000458208
ACTA2,ENSG00000107796,ENST00000224784
STAMBPL1,ENSG00000138134,ENST00000371927
ACTA2,ENSG00000107796,ENST00000415557
ACTA2,ENSG00000107796,ENST00000458159
ACTA2,ENSG00000107796,ENST00000482085
ACTA2,ENSG00000107796,ENST00000488967
ACTA2,ENSG00000107796,ENST00000480297
,,ENSR00001789148
MYOD1,ENSG00000129152,ENST00000250003
,,ENSR00001799071
CTD-2140G10.2,ENSG00000254768,ENST00000530569
SLC17A6,ENSG00000091664,ENST00000263160
CTD-2140G10.2,ENSG00000254768,ENST00000531304
SLC17A6,ENSG00000091664,ENST00000534115
CTD-2140G10.2,ENSG00000254768,ENST00000528009
CAT,ENSG00000121691,ENST00000525707
CAT,ENSG00000121691,ENST00000241052
CAT,ENSG00000121691,ENST00000534710
TPCN1,ENSG00000186815,ENST00000541517
TPCN1,ENSG00000186815,ENST00000546781
TPCN1,ENSG00000186815,ENST00000551127
TPCN1,ENSG00000186815,ENST00000428632
TPCN1,ENSG00000186815,ENST00000546503
TPCN1,ENSG00000186815,ENST00000392569
TPCN1,ENSG00000186815,ENST00000550785
TPCN1,ENSG00000186815,ENST00000335509
TPCN1,ENSG00000186815,ENST00000552077
LINC00431,ENSG00000225760,ENST00000440735
,,ENSR00001844594
TDP1,ENSG00000042088,ENST00000553527
TDP1,ENSG00000042088,ENST00000553617
TDP1,ENSG00000042088,ENST00000554976
TDP1,ENSG00000042088,ENST00000393454
TDP1,ENSG00000042088,ENST00000554180
TDP1,ENSG00000042088,ENST00000545686
TDP1,ENSG00000042088,ENST00000555880
TDP1,ENSG00000042088,ENST00000335725
TDP1,ENSG00000042088,ENST00000553989
TDP1,ENSG00000042088,ENST00000555565
TDP1,ENSG00000042088,ENST00000556867
TDP1,ENSG00000042088,ENST00000555178
TDP1,ENSG00000042088,ENST00000556498
TDP1,ENSG00000042088,ENST00000393452
IQGAP1,ENSG00000140575,ENST00000268182
RP11-154B12.3,ENSG00000259177,ENST00000560578
IQGAP1,ENSG00000140575,ENST00000559809
IQGAP1,ENSG00000140575,ENST00000560738
IQGAP1,ENSG00000140575,ENST00000560418
NDUFA3P4,ENSG00000259262,ENST00000560814
CPD,ENSG00000108582,ENST00000584050
CPD,ENSG00000108582,ENST00000543464
CPD,ENSG00000108582,ENST00000580396
CPD,ENSG00000108582,ENST00000225719
CPD,ENSG00000108582,ENST00000584051
CPD,ENSG00000108582,ENST00000584221
CPD,ENSG00000108582,ENST00000579502
SS18,ENSG00000141380,ENST00000269137
SS18,ENSG00000141380,ENST00000582092
SS18,ENSG00000141380,ENST00000585241
SS18,ENSG00000141380,ENST00000580958
SS18,ENSG00000141380,ENST00000269138
SS18,ENSG00000141380,ENST00000585121
SS18,ENSG00000141380,ENST00000415083
SS18,ENSG00000141380,ENST00000579640
SS18,ENSG00000141380,ENST00000542420
SS18,ENSG00000141380,ENST00000539244
ZNF555,ENSG00000186300,ENST00000585966
ZNF555,ENSG00000186300,ENST00000591539
AC006130.3,ENSG00000267063,ENST00000589365
ZNF555,ENSG00000186300,ENST00000334241
CTB-55O6.8,ENSG00000141854,ENST00000269720
MIR1199,ENSG00000277805,ENST00000621445
EEF1DP1,ENSG00000228887,ENST00000585891
CTB-55O6.8,ENSG00000141854,ENST00000590772
CTB-55O6.8,ENSG00000141854,ENST00000587086
CTB-55O6.8,ENSG00000141854,ENST00000591982
,,ENSR00001910545
SMC1A,ENSG00000072501,ENST00000469129
SMC1A,ENSG00000072501,ENST00000322213
SMC1A,ENSG00000072501,ENST00000470241
SMC1A,ENSG00000072501,ENST00000375340
ATAD3C,ENSG00000215915,ENST00000475091
ATAD3C,ENSG00000215915,ENST00000378785
VPS13D,ENSG00000048707,ENST00000613099
VPS13D,ENSG00000048707,ENST00000620676
VPS13D,ENSG00000048707,ENST00000466732
VPS13D,ENSG00000048707,ENST00000011700
VPS13D,ENSG00000048707,ENST00000476045
VPS13D,ENSG00000048707,ENST00000543710
,,ENSR00001742437
SPATA21,ENSG00000187144,ENST00000466212
SPATA21,ENSG00000187144,ENST00000335496
SPATA21,ENSG00000187144,ENST00000540400
AL358794.1,ENSG00000281598,ENST00000627636
,,ENSR00001743143
AK2,ENSG00000004455,ENST00000469238
AK2,ENSG00000004455,ENST00000487289
AK2,ENSG00000004455,ENST00000629371
AK2,ENSG00000004455,ENST00000548033
Metazoa_SRP,ENSG00000276645,ENST00000610352
RP1-117O3.2,ENSG00000236065,ENST00000427524
AK2,ENSG00000004455,ENST00000551979
AK2,ENSG00000004455,ENST00000467905
AK2,ENSG00000004455,ENST00000466029
AK2,ENSG00000004455,ENST00000480134
AK2,ENSG00000004455,ENST00000548559
AK2,ENSG00000004455,ENST00000550338
AK2,ENSG00000004455,ENST00000373449
AK2,ENSG00000004455,ENST00000354858
,,ENSR00001746607
C1orf94,ENSG00000142698,ENST00000488417
C1orf94,ENSG00000142698,ENST00000373374
AGO4,ENSG00000134698,ENST00000496257
AGO4,ENSG00000134698,ENST00000373210
AGO4,ENSG00000134698,ENST00000488778
,,ENSR00001747030
SH3D21,ENSG00000214193,ENST00000373139
THRAP3,ENSG00000054118,ENST00000469141
THRAP3,ENSG00000054118,ENST00000354618
SH3D21,ENSG00000214193,ENST00000453908
GNL2,ENSG00000134697,ENST00000469191
GNL2,ENSG00000134697,ENST00000463351
GNL2,ENSG00000134697,ENST00000489146
GNL2,ENSG00000134697,ENST00000373062
GNL2,ENSG00000134697,ENST00000538069
AKIRIN1,ENSG00000174574,ENST00000531822
AKIRIN1,ENSG00000174574,ENST00000432648
AKIRIN1,ENSG00000174574,ENST00000372984
AKIRIN1,ENSG00000174574,ENST00000446189
,,ENSR00001747546
CCDC23,ENSG00000177868,ENST00000497437
CCDC23,ENSG00000177868,ENST00000372521
CCDC23,ENSG00000177868,ENST00000372522
ERMAP,ENSG00000164010,ENST00000487556
ERMAP,ENSG00000164010,ENST00000372517
,,ENSR00001748310
CYP4X1,ENSG00000186377,ENST00000371901
CYP4X1,ENSG00000186377,ENST00000466294
NFIA,ENSG00000162599,ENST00000371187
NFIA,ENSG00000162599,ENST00000479364
NFIA,ENSG00000162599,ENST00000496712
NFIA,ENSG00000162599,ENST00000403491
NFIA,ENSG00000162599,ENST00000485903
NFIA,ENSG00000162599,ENST00000476646
NFIA,ENSG00000162599,ENST00000371185
NFIA,ENSG00000162599,ENST00000371191
NFIA,ENSG00000162599,ENST00000407417
NFIA,ENSG00000162599,ENST00000371189
NFIA,ENSG00000162599,ENST00000371184
,,ENSR00001751442
SRSF11,ENSG00000116754,ENST00000486667
SRSF11,ENSG00000116754,ENST00000370950
SRSF11,ENSG00000116754,ENST00000370949
SRSF11,ENSG00000116754,ENST00000481648
SRSF11,ENSG00000116754,ENST00000463116
SRSF11,ENSG00000116754,ENST00000484162
SRSF11,ENSG00000116754,ENST00000473950
SRSF11,ENSG00000116754,ENST00000370951
SRSF11,ENSG00000116754,ENST00000463877
SRSF11,ENSG00000116754,ENST00000475204
SRSF11,ENSG00000116754,ENST00000395136
SRSF11,ENSG00000116754,ENST00000469170
,,
SH3GLB1,ENSG00000097033,ENST00000370558
SH3GLB1,ENSG00000097033,ENST00000602603
SH3GLB1,ENSG00000097033,ENST00000616170
SH3GLB1,ENSG00000097033,ENST00000535010
SH3GLB1,ENSG00000097033,ENST00000482504
ABCA4,ENSG00000198691,ENST00000536513
ABCA4,ENSG00000198691,ENST00000370225
,,ENSR00001755769
FAM19A3,ENSG00000184599,ENST00000369630
FAM19A3,ENSG00000184599,ENST00000361886
ALDH9A1,ENSG00000143149,ENST00000461664
ALDH9A1,ENSG00000143149,ENST00000354775
RP11-466F5.3,ENSG00000230175,ENST00000447545
RP11-466F5.4,ENSG00000225272,ENST00000437709
ALDH9A1,ENSG00000143149,ENST00000491436
RASAL2,ENSG00000075391,ENST00000462775
RASAL2,ENSG00000075391,ENST00000367649
RASAL2,ENSG00000075391,ENST00000433130
,,ENSR00001765536
ELK4,ENSG00000158711,ENST00000616704
RP11-6B6.3,ENSG00000236942,ENST00000411645
ELK4,ENSG00000158711,ENST00000357992
ELK4,ENSG00000158711,ENST00000289703
ELK4,ENSG00000158711,ENST00000468523
SMYD3,ENSG00000185420,ENST00000492487
SMYD3,ENSG00000185420,ENST00000464398
SMYD3,ENSG00000185420,ENST00000391836
SMYD3,ENSG00000280657,ENST00000630181
RP11-83A16.1,ENSG00000235096,ENST00000426386
SMYD3,ENSG00000185420,ENST00000453676
SMYD3,ENSG00000185420,ENST00000490107
RAB10,ENSG00000084733,ENST00000495146
RAB10,ENSG00000084733,ENST00000264710
RAB10,ENSG00000084733,ENST00000473035
RAB10,ENSG00000084733,ENST00000462003
HEATR5B,ENSG00000008869,ENST00000478810
HEATR5B,ENSG00000008869,ENST00000233099
GPR75-ASB3,ENSG00000115239,ENST00000489508
GPR75-ASB3,ENSG00000115239,ENST00000263634
GPR75-ASB3,ENSG00000115239,ENST00000482829
GPR75-ASB3,ENSG00000115239,ENST00000406053
GPR75-ASB3,ENSG00000270898,ENST00000352846
GPR75-ASB3,ENSG00000270898,ENST00000406625
GPR75-ASB3,ENSG00000115239,ENST00000480522
GPR75-ASB3,ENSG00000115239,ENST00000394717
GPR75-ASB3,ENSG00000270898,ENST00000498475
GPR75-ASB3,ENSG00000115239,ENST00000470916
GPR75-ASB3,ENSG00000115239,ENST00000406687
RPS27A,ENSG00000143947,ENST00000404735
CLHC1,ENSG00000162994,ENST00000487320
CLHC1,ENSG00000162994,ENST00000464243
CLHC1,ENSG00000162994,ENST00000494539
MTIF2,ENSG00000085760,ENST00000394600
MTIF2,ENSG00000085760,ENST00000263629
MTIF2,ENSG00000085760,ENST00000403721
CLHC1,ENSG00000162994,ENST00000401408
RPS27A,ENSG00000143947,ENST00000471772
CLHC1,ENSG00000162994,ENST00000407122
RPS27A,ENSG00000143947,ENST00000478196
RPS27A,ENSG00000143947,ENST00000449323
RPS27A,ENSG00000143947,ENST00000494756
RPS27A,ENSG00000143947,ENST00000463185
CLHC1,ENSG00000162994,ENST00000428621
RPS27A,ENSG00000143947,ENST00000402285
CLHC1,ENSG00000162994,ENST00000466020
CLHC1,ENSG00000162994,ENST00000463300
RPS27A,ENSG00000143947,ENST00000495843
CLHC1,ENSG00000162994,ENST00000451916
RPS27A,ENSG00000143947,ENST00000272317
RPS27A,ENSG00000143947,ENST00000468810
CLHC1,ENSG00000162994,ENST00000406076
VRK2,ENSG00000028116,ENST00000340157
VRK2,ENSG00000028116,ENST00000417641
VRK2,ENSG00000028116,ENST00000432057
VRK2,ENSG00000028116,ENST00000435505
VRK2,ENSG00000028116,ENST00000440705
VRK2,ENSG00000028116,ENST00000428021
VRK2,ENSG00000028116,ENST00000412104
ANKRD53,ENSG00000144031,ENST00000460927
TEX261,ENSG00000144043,ENST00000478068
